X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1768082.8506,5914313.7774,414500,6087-85ad259a,6087,FORDYCE AVENUE,,STOP,-36.90221,174.88657,,BUS
1768152.4799,5914634.2761,414501,6088-74bbb4e9,6088,HAMISH PLACE,,STOP,-36.89931,174.88728,,BUS
1768179.7259,5914704.7717,414502,6089-cde0867d,6089,HAMISH PLACE,,STOP,-36.89867,174.88757,,BUS
1768216.2528,5914883.8555,414503,6090-64ffa96a,6090,FISHER PARADE,,STOP,-36.89705,174.88794,,BUS
1768349.3573,5913728.0141,414504,6092-c23243f0,6092,PAKURANGA ROAD,,STOP,-36.90744,174.88969,,BUS
1768336.3926,5913478.5388,414505,6093-cbc0bc8f,6093,ELM PARK,,STOP,-36.90969,174.8896,,BUS
1768342.5101,5913337.4576,414506,6094-9fb7aefb,6094,ELM PARK SCHOOL,,STOP,-36.91096,174.8897,,BUS
1768333.6667,5913340.9626,414507,6095-0540564c,6095,ELM PARK SCHOOL,,STOP,-36.91093,174.8896,,BUS
1768289.686,5913055.4743,414508,6096-c19e8b40,6096,BEECHDALE CRESCENT,,STOP,-36.91351,174.88917,,BUS
1768273.2777,5912947.0271,414509,6097-dfaa0fde,6097,REEVES ROAD,,STOP,-36.91449,174.88901,,BUS
1766863.128,5901983.2937,414510,6105-a18f1a30,6105,HOMAI STATION,,STOP,-37.01352,174.87561,,BUS
1766209.7324,5899714.136,414511,6106-d93ff28e,6106,PALMERS ROAD/WEYMOUTH ROAD,,STOP,-37.03408,174.86877,,BUS
1769355.7579,5916283.0411,414512,6109-14465964,6109,PIGEON MOUNTAIN ROAD,,STOP,-36.88424,174.90041,,BUS
1769310.1718,5916277.2893,414513,6110-b43ab8c0,6110,PIGEON MOUNTAIN ROAD,,STOP,-36.8843,174.8999,,BUS
1769014.2452,5916012.3553,414514,6111-77bc7261,6111,HIMALAYA DRIVE,,STOP,-36.88674,174.89664,,BUS
1768991.171,5915972.8568,414515,6112-a76caca0,6112,HIMALAYA DRIVE,,STOP,-36.8871,174.89639,,BUS
1768940.6269,5915717.4694,414516,6113-69672a4f,6113,BIRMAN CLOSE,,STOP,-36.88941,174.89588,,BUS
1769025.8367,5915653.6203,414517,6114-620ffec5,6114,BIRMAN CLOSE,,STOP,-36.88997,174.89685,,BUS
1769100.5089,5915463.4486,414518,6115-49b5033c,6115,WAKAARANGA CREEK RESERVE,,STOP,-36.89167,174.89773,,BUS
1769108.5735,5915465.508,414519,6116-5414890b,6116,WAKAARANGA CREEK RESERVE,,STOP,-36.89165,174.89782,,BUS
1769043.6053,5915022.831,414520,6117-40d8f1a0,6117,GALLOWAY CRESCENT,,STOP,-36.89565,174.89719,,BUS
1769056.3236,5915034.7873,414521,6118-f2ab9f13,6118,GALLOWAY CRESCENT,,STOP,-36.89554,174.89733,,BUS
1769667.3217,5918001.652,414522,6122-1257ff39,6122,WHARF ROAD,,STOP,-36.8687,174.90352,,BUS
1766024.3084,5913337.5703,414523,6125-cf3235f8,6125,WILLIAMS AVENUE,,STOP,-36.91137,174.86369,,BUS
1766558.8806,5913100.6854,414524,6127-61b89047,6127,PALM AVENUE/PAKURANGA PLAZA,,STOP,-36.91341,174.86974,,BUS
1766173.7451,5913322.4397,414525,6128-f060967f,6128,WILLIAMS AVENUE,,STOP,-36.91148,174.86537,,BUS
1766882.5087,5912607.0827,414526,6129-b9bdebee,6129,TI RAKAU PARK,,STOP,-36.9178,174.87348,,BUS
1767101.1178,5912394.1209,414527,6131-3aa5890f,6131,MARRIOTT ROAD,,STOP,-36.91968,174.87598,,BUS
1766730.8585,5912871.9999,414528,6132-25239159,6132,REEVES ROAD/TI RAKAU DRIVE,,STOP,-36.91544,174.87172,,BUS
1767502.0716,5912028.8293,414529,6133-b7cec985,6133,EDGEWATER DRIVE,,STOP,-36.9229,174.88056,,BUS
1766899.7213,5912666.6798,414530,6134-9df7f3fb,6134,TI RAKAU PARK,,STOP,-36.91726,174.87366,,BUS
1767928.5158,5911872.7877,414531,6135-e06c5bc7,6135,RIVERHILLS PARK,,STOP,-36.92423,174.88538,,BUS
1767115.0915,5912424.9235,414532,6136-73de3243,6136,MARRIOTT ROAD,,STOP,-36.9194,174.87613,,BUS
1769351.1188,5911443.8501,414533,6137-efe1e5a5,6137,BURSWOOD DRIVE,,STOP,-36.92784,174.90144,,BUS
1767386.9799,5912157.6291,414534,6138-60502ab5,6138,EDGEWATER DRIVE,,STOP,-36.92176,174.87924,,BUS
1768923.8138,5911554.4758,414535,6139-f2088f38,6139,HARRIS ROAD,,STOP,-36.92692,174.89662,,BUS
1767814.5345,5911967.1643,414536,6140-bf4f9235,6140,TI RAKAU DRIVE/GOSSAMER DRIVE,,STOP,-36.9234,174.88408,,BUS
1768375.1249,5911700.785,414537,6141-eb56f749,6141,TI RAKAU DRIVE/TRUGOOD DRIVE,,STOP,-36.9257,174.89043,,BUS
1769249.657,5911494.7102,414538,6142-4a6469e3,6142,BURSWOOD DRIVE,,STOP,-36.9274,174.90029,,BUS
1768451.4024,5914919.1557,414539,6143-10a594b1,6143,BUTLEY DRIVE/FARM COVE INTERMEDIATE,,STOP,-36.89669,174.89057,,BUS
1768776.0469,5914837.2412,414540,6145-8e1d2f49,6145,WAKAARANGA SCHOOL,,STOP,-36.89737,174.89423,,BUS
1768449.7961,5914928.0669,414541,6146-a646c886,6146,BUTLEY DRIVE/FARM COVE INTERMEDIATE,,STOP,-36.89661,174.89055,,BUS
1769918.0294,5915285.0989,414542,6147-158df35d,6147,15 CASUARINA ROAD,,STOP,-36.89313,174.90694,,BUS
1768874.6936,5914821.9628,414543,6148-90edaba6,6148,WAKAARANGA SCHOOL,,STOP,-36.89749,174.89534,,BUS
1769625.5021,5915189.9374,414544,6149-41b15ba7,6149,KERERU PLACE,,STOP,-36.89404,174.90368,,BUS
1769928.6566,5915281.5567,414545,6150-484b4e8c,6150,4 CASUARINA ROAD,,STOP,-36.89316,174.90706,,BUS
1769330.8531,5915032.6528,414546,6151-dbd3df9a,6151,CASUARINA ROAD/PIGEON MOUNTAIN ROAD,,STOP,-36.89551,174.90041,,BUS
1769545.5275,5915158.2351,414547,6152-2d6bdf0d,6152,KERERU PLACE,,STOP,-36.89434,174.90279,,BUS
1769944.6742,5917734.1748,414548,6153-acf65b21,6153,WHITCOMBE ROAD,,STOP,-36.87106,174.90669,,BUS
1769952.7855,5917738.4525,414549,6154-02b73b41,6154,WHITCOMBE ROAD,,STOP,-36.87102,174.90678,,BUS
1770093.4875,5917059.6956,414550,6155-7b0a5330,6155,SEA SPRAY DRIVE,,STOP,-36.87711,174.90851,,BUS
1768212.7217,5905266.4152,414551,6156-60626963,6156,MANUKAU SPORTS BOWL,,STOP,-36.9837,174.89004,,BUS
1770297.9937,5916852.4867,414552,6157-c3fe642e,6157,OLIVER ROAD,,STOP,-36.87894,174.91085,,BUS
1770095.603,5917076.3022,414553,6158-2467711b,6158,SEA SPRAY DRIVE,,STOP,-36.87696,174.90853,,BUS
1770067.163,5915565.1488,414554,6159-80d41e30,6159,GILLS ROAD,,STOP,-36.89058,174.90855,,BUS
1770335.0954,5916835.0949,414555,6160-32bda325,6160,OLIVER ROAD,,STOP,-36.87909,174.91127,,BUS
1769806.326,5918934.5435,414556,6161-3c7ca3ea,6161,LYNTON ROAD,,STOP,-36.86027,174.90487,,BUS
1770081.8213,5915584.8343,414557,6162-8b80a0c0,6162,GILLS ROAD,,STOP,-36.8904,174.90871,,BUS
1770105.963,5918308.1127,414558,6163-4f9afca8,6163,BUCKLANDS BEACH SCHOOL,,STOP,-36.86586,174.90837,,BUS
1769045.1284,5913665.3633,414559,6174-453063c6,6174,CASCADES ROAD/LLOYD ELSMORE PARK,,STOP,-36.90788,174.89751,,BUS
1769250.4824,5913324.9672,414560,6176-1048c476,6176,HOPE FARM AVENUE,,STOP,-36.91091,174.89989,,BUS
1771297.3993,5915428.3471,414561,6178-9e3b564e,6178,PATONS ROAD,,STOP,-36.89159,174.92238,,BUS
1769026.6388,5913676.8304,414562,6181-ae490a2f,6181,CASCADES ROAD/LLOYD ELSMORE PARK,,STOP,-36.90778,174.8973,,BUS
1768105.1258,5905094.2909,414563,6182-8544e5f6,6182,REDOUBT NORTH SCHOOL,,STOP,-36.98527,174.88887,,BUS
1769220.5884,5913345.5414,414564,6183-3a45874f,6183,HOPE FARM AVENUE,,STOP,-36.91073,174.89955,,BUS
1770583.6455,5908436.7583,414565,6184-5822e21d,6184,AMON AVENUE,,STOP,-36.95471,174.91595,,BUS
1771184.732,5915810.2151,414566,6185-b1e15683,6185,MURVALE RESERVE,,STOP,-36.88817,174.92103,,BUS
1770460.9374,5915951.2887,414567,6186-a4d28ed7,6186,WYCHERLEY DRIVE,,STOP,-36.88703,174.91288,,BUS
1768866.5992,5911590.0216,414568,6188-92ded8c0,6188,HARRIS ROAD,,STOP,-36.92661,174.89597,,BUS
1768189.875,5905236.9005,414569,6189-e026c154,6189,MANUKAU SPORTS BOWL,,STOP,-36.98397,174.88979,,BUS
1767928.2579,5909337.7283,414570,6190-cbbda18a,6190,ANDROMEDA CRESCENT,,STOP,-36.94707,174.88594,,BUS
1766657.9167,5907661.2717,414571,6191-7bd7c621,6191,OTARA TRANSPORT CENTRE,,STOP,-36.9624,174.87205,,BUS
1770011.7005,5908522.6074,414572,6192-832789b9,6192,CYRIL FRENCH PARK,,STOP,-36.95404,174.90951,,BUS
1770581.445,5916269.6424,414573,6193-05bc34d8,6193,MACLEANS ROAD,,STOP,-36.88414,174.91416,,BUS
1770122.7552,5908996.5461,414574,6194-4a979f5f,6194,GRACECHURCH DRIVE,,STOP,-36.94975,174.91065,,BUS
1770203.7818,5915887.6244,414575,6195-4206438c,6195,BUCKLANDS BEACH ROAD,,STOP,-36.88765,174.91001,,BUS
1770222.9115,5909415.2052,414576,6196-5e67568e,6196,BALLYBAY ROAD,,STOP,-36.94596,174.91168,,BUS
1766696.9386,5907652.7353,414577,6197-ad7071c6,6197,OTARA TRANSPORT CENTRE,,STOP,-36.96247,174.87249,,BUS
1770328.531,5909839.3034,414578,6198-424b8d2a,6198,SMALES ROAD,,STOP,-36.94212,174.91277,,BUS
1768164.7347,5905002.0933,414579,6199-1aabca66,6199,REDOUBT NORTH SCHOOL,,STOP,-36.98609,174.88956,,BUS
1771479.2992,5912911.7708,414580,6200-fa63e12d,6200,NORTHPARK AVENUE,,STOP,-36.91423,174.92499,,BUS
1772217.8014,5913069.9828,414581,6201-e59bcbfb,6201,RENWAY RISE,,STOP,-36.91267,174.93324,,BUS
1769768.1853,5914433.4476,414582,6202-279b2b84,6202,AVIEMORE DRIVE/HIGHLAND PARK DRIVE,,STOP,-36.90083,174.90545,,BUS
1772471.2708,5913174.7257,414583,6203-02c541da,6203,MEADOWLAND RESERVE,,STOP,-36.91168,174.93606,,BUS
1771039.7171,5912725.2835,414584,6204-ae945e4d,6204,MILLHOUSE RESERVE,,STOP,-36.91599,174.9201,,BUS
1771860.0489,5913052.809,414585,6205-27e6c81c,6205,MEADOWLANDS SHOPPING CENTRE,,STOP,-36.91289,174.92923,,BUS
1771569.6611,5912928.8153,414586,6207-63683370,6207,NORTHPARK AVENUE,,STOP,-36.91406,174.926,,BUS
1769915.2094,5913316.1383,414587,6208-9e8623e2,6208,AMERCE PLACE,,STOP,-36.91087,174.90735,,BUS
1770008.9441,5914481.9116,414588,6209-4cff5378,6209,WOOLWORTHS HIGHLAND PARK,,STOP,-36.90035,174.90814,,BUS
1770994.3691,5912686.2386,414589,6210-e136c1fd,6210,MILLHOUSE RESERVE,,STOP,-36.91635,174.9196,,BUS
1769722.5484,5914156.8768,414590,6211-83e50e21,6211,AVIEMORE DRIVE/LLOYD ELSMORE PARK,,STOP,-36.90333,174.905,,BUS
1770454.835,5912314.1545,414591,6212-e18d33a6,6212,BOTANY ROAD,,STOP,-36.9198,174.91363,,BUS
1769894.2928,5913339.8651,414592,6213-40c53071,6213,AMERCE PLACE,,STOP,-36.91066,174.90711,,BUS
1770462.5251,5913985.5648,414593,6214-242236fa,6214,BRADBURY ROAD/LEXINGTON DRIVE,,STOP,-36.90474,174.91334,,BUS
1770833.2142,5914245.6156,414594,6215-8aa1edac,6215,BRADBURY ROAD/UNION ROAD,,STOP,-36.90233,174.91744,,BUS
1770158.3623,5913441.134,414595,6216-863a1548,6216,BRADBURY ROAD/LEWISHAM STREET,,STOP,-36.9097,174.91005,,BUS
1770640.4155,5914099.6477,414596,6217-02cb3b53,6217,BRADBURY ROAD/HIGHLAND PARK DRIVE,,STOP,-36.90368,174.91531,,BUS
1770450.0732,5913986.9246,414597,6219-f086f771,6219,BRADBURY ROAD/LEXINGTON DRIVE,,STOP,-36.90473,174.9132,,BUS
1770415.8787,5910196.061,414598,6220-3ae9ade7,6220,CARLINGFORD DRIVE,,STOP,-36.93889,174.91367,,BUS
1770151.6145,5913415.7406,414599,6221-695a0398,6221,BRADBURY ROAD/LEWISHAM STREET,,STOP,-36.90993,174.90998,,BUS
1770910.4252,5913696.8635,414600,6222-d458b397,6222,BOTANY ROAD/LEXINGTON DRIVE,,STOP,-36.90726,174.91843,,BUS
1770067.1649,5913204.3243,414601,6223-3402b98a,6223,AVIEMORE DRIVE,,STOP,-36.91185,174.90908,,BUS
1770496.2162,5908740.4212,414602,6224-6da25af1,6224,CYRIL FRENCH DRIVE,,STOP,-36.95199,174.9149,,BUS
1770903.342,5913699.2259,414603,6225-11b0eaf9,6225,BOTANY ROAD/LEXINGTON DRIVE,,STOP,-36.90724,174.91835,,BUS
1770479.6097,5908756.2942,414604,6227-f830282d,6227,CYRIL FRENCH DRIVE,,STOP,-36.95185,174.91471,,BUS
1771995.4748,5907334.9185,414605,6228-616dfaf4,6228,MISSION HEIGHTS JUNIOR COLLEGE,,STOP,-36.96438,174.93205,,BUS
1770814.5933,5913452.3843,414606,6229-5f91ab01,6229,MIRRABOOKA AVENUE,,STOP,-36.90948,174.91741,,BUS
1770389.0969,5911525.1974,414607,6230-39c4dc10,6230,PARADICE ICE SKATING,,STOP,-36.92692,174.91307,,BUS
1770278.3403,5910934.7119,414608,6231-190b2aaa,6231,STOP A BOTANY TOWN CENTRE,,STOP,-36.93226,174.91196,31713-ed9ef80f,BUS
1770309.7818,5910903.0029,414609,6233-47eb8987,6233,STOP B BOTANY TOWN CENTRE,,STOP,-36.93254,174.91232,31713-ed9ef80f,BUS
1770359.0343,5911492.5025,414610,6235-4b507972,6235,PARADICE ICE SKATING,,STOP,-36.92722,174.91274,,BUS
1771775.1105,5913436.3484,414611,6240-152443dc,6240,MORRIN COOPER PARK,,STOP,-36.90945,174.92819,,BUS
1771577.7683,5913109.5726,414612,6242-a9188bd7,6242,GILLETT PLACE,,STOP,-36.91243,174.92605,,BUS
1770504.833,5912318.7005,414613,6243-9d7b47ba,6243,BOTANY ROAD,,STOP,-36.91975,174.91419,,BUS
1771749.1299,5912900.7697,414614,6244-5df958b5,6244,MEADOWLANDS SHOPPING CENTRE,,STOP,-36.91428,174.92802,,BUS
1768996.9905,5909724.9637,414615,6245-16b82215,6245,SMALES ROAD/SIR WILLIAM AVENUE,,STOP,-36.94339,174.89785,,BUS
1771766.5746,5912485.2968,414616,6246-ba211fe8,6246,174 WHITFORD ROAD,,STOP,-36.91802,174.92831,,BUS
1771759.8068,5912503.1928,414617,6247-ef42a57f,6247,159 WHITFORD ROAD,,STOP,-36.91786,174.92823,,BUS
1771142.0092,5911830.8287,414618,6248-856d36e3,6248,KILIMANJARO DRIVE,,STOP,-36.92403,174.92145,,BUS
1770104.6564,5914632.0571,414619,6249-5d2e6499,6249,ABERFELDY AVENUE/PAKURANGA ROAD,,STOP,-36.89898,174.90918,,BUS
1772817.0793,5913393.0187,414620,6250-4570a4b6,6250,CURRELL WAY,,STOP,-36.90965,174.93989,,BUS
1771712.9394,5912918.1506,414621,6251-61518df2,6251,MEADOWLANDS SHOPPING CENTRE,,STOP,-36.91413,174.92761,,BUS
1772486.3941,5913173.3087,414622,6252-95cc5792,6252,MEADOWLAND RESERVE,,STOP,-36.91169,174.93623,,BUS
1767900.0469,5909352.7156,414623,6253-74f9fd2f,6253,ANDROMEDA CRESCENT,,STOP,-36.94694,174.88562,,BUS
1772206.9529,5913062.4331,414624,6254-09b1a901,6254,RENWAY RISE,,STOP,-36.91274,174.93312,,BUS
1771799.976,5913035.155,414625,6256-b94001a4,6256,MEADOWLANDS SHOPPING CENTRE,,STOP,-36.91306,174.92856,,BUS
1771161.8078,5911840.4192,414626,6257-22a000bb,6257,KILIMANJARO DRIVE,,STOP,-36.92394,174.92167,,BUS
1771267.4887,5914917.2679,414627,6258-f8ac6f30,6258,HOWICK MEDICAL CENTRE,,STOP,-36.8962,174.92216,,BUS
1772832.7672,5913419.3384,414628,6259-9d8e1716,6259,CURRELL WAY,,STOP,-36.90941,174.94006,,BUS
1771523.675,5915287.2622,414629,6260-96b63b31,6260,BLEAKHOUSE ROAD,,STOP,-36.89282,174.92495,,BUS
1771254.1891,5914920.8657,414630,6261-958a3ce5,6261,HOWICK MEDICAL CENTRE,,STOP,-36.89617,174.92201,,BUS
1771874.6372,5915316.8019,414631,6262-a1343a76,6262,STOCKADE HILL,,STOP,-36.89249,174.92888,,BUS
1771553.486,5915306.6396,414632,6263-40106a9f,6263,BLEAKHOUSE ROAD,,STOP,-36.89264,174.92528,,BUS
1772169.7732,5915098.8303,414633,6264-1bf759a4,6264,HOWICK VILLAGE,,STOP,-36.8944,174.93224,,BUS
1767658.0194,5909457.3947,414634,6265-40cd755d,6265,ARWEN PLACE,,STOP,-36.94604,174.88288,,BUS
1766459.9175,5901711.531,414635,6266-41262d04,6266,ROWANDALE AVENUE,,STOP,-37.01604,174.87114,,BUS
1772196.6116,5915059.4386,414636,6267-aa3109fd,6267,HOWICK VILLAGE,,STOP,-36.89475,174.93255,,BUS
1770140.1194,5909018.3967,414637,6269-20e1e5a1,6269,GRACECHURCH DRIVE,,STOP,-36.94955,174.91084,,BUS
1772348.7093,5914514.7018,414638,6270-d2f1d9df,6270,ABERCROMBIE STREET,,STOP,-36.89963,174.93438,,BUS
1772348.5567,5914199.4796,414639,6272-7ac844e9,6272,DRAKE STREET,,STOP,-36.90247,174.93445,,BUS
1770239.4307,5909439.2925,414640,6273-7134300c,6273,BALLYBAY ROAD,,STOP,-36.94574,174.91186,,BUS
1772332.7238,5914561.6438,414641,6275-23d5bb7e,6275,ABERCROMBIE STREET,,STOP,-36.89921,174.93419,,BUS
1772914.4463,5914235.7121,414642,6276-05a44382,6276,BEMROSE PLACE,,STOP,-36.90204,174.94079,,BUS
1773018.2585,5915219.237,414643,6277-9f44c41e,6277,HOWICK BEACH,,STOP,-36.89316,174.94173,,BUS
1773099.2408,5914511.6584,414644,6278-3b0f954f,6278,CHURCHILL ROAD,,STOP,-36.89952,174.9428,,BUS
1772722.3431,5915090.9506,414645,6279-9e09a8f7,6279,NIXON CENTENNIAL PARK,,STOP,-36.89437,174.93844,,BUS
1773012.3592,5915236.0064,414646,6280-4155a6d5,6280,HOWICK BEACH,,STOP,-36.89301,174.94166,,BUS
1773175.6653,5914937.4337,414647,6281-998bdff7,6281,ISLAND VIEW TERRACE,,STOP,-36.89567,174.94356,,BUS
1772702.095,5915103.5715,414648,6282-6567d29f,6282,NIXON CENTENNIAL PARK,,STOP,-36.89426,174.93821,,BUS
1773882.7171,5913852.9986,414649,6283-0aee1108,6283,TUI VALE ROAD,,STOP,-36.90531,174.95174,,BUS
1773209.2659,5914880.1415,414650,6284-e96389df,6284,ISLAND VIEW TERRACE,,STOP,-36.89618,174.94395,,BUS
1772737.7839,5913920.7487,414651,6285-ce110cb7,6285,COCKLE BAY SCHOOL,,STOP,-36.90491,174.93888,,BUS
1773584.9382,5914810.3204,414652,6286-07efab72,6286,TAINUI ROAD,,STOP,-36.89674,174.94818,,BUS
1772854.9772,5913678.6157,414653,6287-0c44683e,6287,SANDSPIT ROAD/HOWICK COLLEGE,,STOP,-36.90707,174.94025,,BUS
1773683.6022,5914359.882,414654,6288-dffcaa1f,6288,SHELLY BEACH PARADE,,STOP,-36.90078,174.94939,,BUS
1773232.1238,5913290.2197,414655,6289-960f4799,6289,SOMERVILLE ROAD,,STOP,-36.9105,174.94457,,BUS
1772753.8786,5913879.3533,414656,6290-8e2e0e91,6290,COCKLE BAY SCHOOL,,STOP,-36.90528,174.93907,,BUS
1773511.3836,5913391.0769,414657,6291-a5e927f2,6291,JOHN GILL ROAD,,STOP,-36.90954,174.94768,,BUS
1772906.4616,5913624.2904,414658,6292-1912e66f,6292,SANDSPIT ROAD/HOWICK COLLEGE,,STOP,-36.90755,174.94084,,BUS
1768519.7967,5909248.3047,414659,6293-5bb256b9,6293,LADY RUBY DRIVE,,STOP,-36.94777,174.8926,,BUS
1770251.0792,5911308.1982,414660,6294-9919bdf3,6294,WOOLWORTHS BOTANY,,STOP,-36.9289,174.91157,,BUS
1770413.9633,5910145.0422,414661,6295-d0a34644,6295,CARLINGFORD DRIVE,,STOP,-36.93935,174.91366,,BUS
1769895.8175,5911233.1795,414662,6296-473fe125,6296,THE HUB,,STOP,-36.92964,174.9076,,BUS
1770010.7888,5908477.1181,414663,6299-5fbb4005,6299,CYRIL FRENCH PARK,,STOP,-36.95445,174.90951,,BUS
1770557.8871,5916517.6297,414664,6300-ba1b6999,6300,MACLEANS ROAD/MACLEANS COLLEGE,,STOP,-36.88191,174.91384,,BUS
1761684.7956,5909265.882,414665,6302-a3fa9689,6302,HARANIA CREEK,,STOP,-36.94881,174.81587,,BUS
1769778.1096,5909892.511,414666,6303-808982d8,6303,KELLAWAY DRIVE,,STOP,-36.94174,174.90658,,BUS
1769237.6063,5905310.3838,414667,6304-b491a052,6304,ALTA TERRACE,,STOP,-36.98312,174.90154,,BUS
1770555.8856,5911266.5624,414668,6305-68d4f5f2,6305,HARVEY NORMAN BOTANY,,STOP,-36.92922,174.915,,BUS
1768834.2074,5905040.9462,414669,6306-5444647c,6306,HOLLYFORD DRIVE,,STOP,-36.98562,174.89707,,BUS
1768844.4621,5905913.154,414670,6307-b8fdceb7,6307,DAWSON ROAD SHOPPING CENTRE,,STOP,-36.97776,174.89699,,BUS
1769121.4419,5905156.2013,414671,6308-787111d1,6308,BOUNDARY ROAD,,STOP,-36.98453,174.90027,,BUS
1769040.09,5905764.9622,414672,6309-d4ee3b3a,6309,JEHOVAH WITNESS CHURCH,,STOP,-36.97906,174.89922,,BUS
1768689.2114,5905226.9742,414673,6310-1e66e400,6310,HOLLYFORD DRIVE/TE IRIRIRANGI DRIVE,,STOP,-36.98397,174.8954,,BUS
1769234.7766,5905614.5644,414674,6311-c0942cf4,6311,CHAPEL DOWNS PRIMARY/DAWSON ROAD,,STOP,-36.98038,174.90144,,BUS
1767945.3737,5906154.1146,414675,6312-82abb3c9,6312,SOUTH AUCKLAND BIBLE CHURCH,,STOP,-36.97575,174.88684,,BUS
1769221.075,5905285.1853,414676,6313-c7a93ff1,6313,ALTA TERRACE,,STOP,-36.98335,174.90136,,BUS
1768179.3584,5906142.8154,414677,6314-f68844b8,6314,RAVENNA WAY,,STOP,-36.97581,174.88947,,BUS
1768903.8536,5905050.6575,414678,6315-f9257b12,6315,HOLLYFORD DRIVE,,STOP,-36.98552,174.89785,,BUS
1768527.1753,5906123.6974,414679,6316-e031d244,6316,BIBLE BAPTIST CHURCH,,STOP,-36.97592,174.89338,,BUS
1767693.6455,5905943.7724,414680,6318-c54a147b,6318,AWATERE STREET,,STOP,-36.97769,174.88406,,BUS
1768712.7135,5905199.8677,414681,6319-f2cf4978,6319,HOLLYFORD DRIVE/TE IRIRIRANGI DRIVE,,STOP,-36.98421,174.89567,,BUS
1767831.9439,5906497.11,414682,6320-fb5d5c25,6320,RAPSON ROAD,,STOP,-36.97268,174.88549,,BUS
1767963.9135,5906145.9776,414683,6321-afbc2df9,6321,SOUTH AUCKLAND BIBLE CHURCH,,STOP,-36.97582,174.88705,,BUS
1767960.8713,5907026.213,414684,6322-afdc13de,6322,PRESTON ROAD/FERGUSON ROAD,,STOP,-36.96789,174.88682,,BUS
1768251.2646,5906131.3989,414685,6323-b3ffca44,6323,RAVENNA WAY,,STOP,-36.9759,174.89028,,BUS
1768059.5077,5907419.3935,414686,6324-3c18b5e7,6324,FISHER CRESCENT,,STOP,-36.96433,174.88784,,BUS
1768514.6025,5906118.3977,414687,6325-fdb312ce,6325,BIBLE BAPTIST CHURCH,,STOP,-36.97597,174.89324,,BUS
1768121.459,5907669.0096,414688,6326-8e2ae2fd,6326,PRESTON ROAD/EAST TAMAKI ROAD,,STOP,-36.96207,174.88848,,BUS
1767697.6353,5905920.3849,414689,6327-5a929c7a,6327,AWATERE STREET,,STOP,-36.9779,174.88411,,BUS
1760823.7847,5909145.7319,414690,6328-3f7db020,6328,DEWHURST PLACE,,STOP,-36.95004,174.80623,,BUS
1767845.7364,5906519.0355,414691,6329-51dfc4ae,6329,RAPSON ROAD,,STOP,-36.97248,174.88564,,BUS
1767239.3909,5907654.2636,414692,6330-9fac652d,6330,OTARA CREEK RESERVE,,STOP,-36.96236,174.87858,,BUS
1767911.4575,5906779.6775,414693,6331-eca8f6ba,6331,KUDU ROAD,,STOP,-36.97012,174.88632,,BUS
1767487.3417,5907671.5684,414694,6332-914f11d2,6332,CHURCH OF THE NAZARENE,,STOP,-36.96216,174.88136,,BUS
1768048.0871,5907337.4851,414695,6333-660b4491,6333,FISHER CRESCENT,,STOP,-36.96507,174.88773,,BUS
1767640.8091,5907910.4998,414696,6334-006f6402,6334,HILLS COURT VILLAGE,,STOP,-36.95998,174.88303,,BUS
1768128.3617,5907657.7735,414697,6335-f8c4ec9f,6335,PRESTON ROAD/EAST TAMAKI ROAD,,STOP,-36.96217,174.88856,,BUS
1767652.9412,5908434.1449,414698,6336-5d075b29,6336,MAYFIELD PARK,,STOP,-36.95526,174.88305,,BUS
1767117.0217,5907636.6975,414699,6337-b20b88fd,6337,OTAMARIKI PARK,,STOP,-36.96254,174.87721,,BUS
1767521.8018,5907657.5686,414700,6339-209ede24,6339,CHURCH OF THE NAZARENE,,STOP,-36.96228,174.88175,,BUS
1767989.6484,5908613.9508,414701,6340-8246851a,6340,MAYFIELD SHOPS,,STOP,-36.95358,174.88679,,BUS
1767768.9173,5908668.266,414702,6342-eec60d8d,6342,TYRONE STREET,,STOP,-36.95313,174.8843,,BUS
1767656.1556,5907875.7888,414703,6343-6f8fac24,6343,HILLS COURT VILLAGE,,STOP,-36.96029,174.88321,,BUS
1768833.288,5905933.3555,414704,6344-8bba0f4f,6344,DAWSON ROAD SHOPPING CENTRE,,STOP,-36.97758,174.89686,,BUS
1767602.9478,5908203.1586,414705,6345-6c4dac30,6345,WILLIAMS CRESCENT,,STOP,-36.95735,174.88254,,BUS
1767663.1086,5908452.8127,414706,6347-cb1e748d,6347,MAYFIELD PARK,,STOP,-36.95509,174.88316,,BUS
1767935.6832,5908632.7782,414707,6351-17b847d2,6351,MAYFIELD SHOPS,,STOP,-36.95342,174.88618,,BUS
1768260.7716,5908181.2542,414708,6353-a1249ae8,6353,BIRMINGHAM ROAD,,STOP,-36.95743,174.88993,,BUS
1768659.2065,5909942.5708,414709,6354-46244a5c,6354,CROOKS ROAD,,STOP,-36.94149,174.89401,,BUS
1769805.3529,5916026.5619,414710,6355-7c76f6c0,6355,JILLTERESA CRESCENT,,STOP,-36.88647,174.90551,,BUS
1767554.341,5909665.8883,414711,6357-b54b8855,6357,LORIEN PLACE,,STOP,-36.94418,174.88167,,BUS
1770751.6875,5909837.4591,414712,6360-64e2d1ee,6360,DELMONT CLOSE,,STOP,-36.94206,174.91752,,BUS
