OBJECTID,ROUTEPATTERN,AGENCYNAME,ROUTENAME,ROUTENUMBER,MODE,Shape__Length
64275,85604,RTH,SMALES FARM STATION TO MAIRANGI BAY VIA MILFORD AND BEACH RD,856,BUS,6938.51970457942
64276,85605,RTH,ALBANY STATION TO BROWNS BAY,856,BUS,11727.6637187757
64277,85606,RTH,BROWNS BAY TO ALBANY STATION,856,BUS,11778.3892012701
64278,86101,RTH,LONG BAY TO CONSTELLATION STATION VIA BUSH RD,861,BUS,18539.3317064498
64279,86102,RTH,CONSTELLATION STATION TO LONG BAY VIA BUSH RD,861,BUS,18600.2727138494
64280,86102,RTH,CONSTELLATION STATION TO LONG BAY VIA BUSH RD,861,BUS,19457.69463993
64281,86104,RTH,CONSTELLATION STATION TO LONG BAY VIA BUSH RD (PMN),861,BUS,18600.2727138494
64282,86501,RTH,BROWNS BAY TO ALBANY STATION VIA OAKTREE AVE,865,BUS,5626.47559579116
64283,86502,RTH,ALBANY STATION TO BROWNS BAY VIA OAKTREE AVE,865,BUS,5563.62028751938
64284,86504,RTH,ALBANY STATION TO BROWNS BAY VIA OAKTREE AVE (L),865,BUS,5563.62028751938
64285,86601,RTH,ALBANY STN TO NEWMARKET VIA PONSONBY AND AUCKLAND HOSPITAL,866,BUS,21955.7644321344
64286,86602,RTH,NEWMARKET TO ALBANY STATION VIA AUCKLAND HOSPITAL & PONSONBY,866,BUS,22640.5524288231
64287,86602,RTH,NEWMARKET TO ALBANY STATION VIA AUCKLAND HOSPITAL & PONSONBY,866,BUS,22640.5524288231
64288,87101,NZB,CONSTELLATION STATION TO TAKAPUNA VIA FORREST HILL RD,871,BUS,9484.75018184035
64289,87102,NZB,TAKAPUNA TO CONSTELLATION STATION VIA FORREST HILL RD,871,BUS,9298.36818074425
64290,87104,NZB,TAKAPUNA TO CONSTELLATION STATION VIA FORREST HILL RD,871,BUS,9298.36818074425
64291,87107,TZG,CONSTELLATION STATION TO TAKAPUNA VIA FORREST HILL RD,871,BUS,9484.75018184035
64292,87801,RTH,BROWNS BAY TO CONSTELLATION STATION VIA AND EAST COAST RD,878,BUS,12322.2603751546
64293,87802,RTH,CONSTELLATION STATION TO BROWNS BAY VIA EAST COAST RD,878,BUS,12116.3537131427
64294,87803,RTH,NORTHCROSS TO CONSTELLATION STATION VIA EAST COAST RD,878,BUS,6621.42627078076
64295,87804,RTH,CONSTELLATION STATION TO NORTHCROSS VIA EAST COAST RD,878,BUS,6545.88977224701
64296,87806,RTH,CONSTELLATION STATION TO BROWNS BAY VIA EAST COAST RD (L),878,BUS,12116.3537131427
64297,88301,RTH,SCHNAPPER ROCK TO CONSTELLATION STATION,883,BUS,7824.58737201158
64298,88302,RTH,CONSTELLATION STATION TO SCHNAPPER ROCK,883,BUS,6130.04634413757
64299,88304,RTH,CONSTELLATION STATION TO SCHNAPPER ROCK (FULL LOOP),883,BUS,8117.50402979857
64300,88401,RTH,CONSTELLATION STATION TO NHIE LOOP ANTICLOCKWISE,884,BUS,9122.25965296973
64301,88501,RTH,CONSTELLATION STATION TO NHIE LOOP CLOCKWISE,885,BUS,9675.22485345549
64302,88801,RTH,ALBANY HEIGHTS LOOP,888,BUS,8476.18954378123
64303,88901,RTH,ALBANY STATION TO CONSTELLATION STATION VIA HUGH GREEN DR,889,BUS,5454.96013600655
64304,88901,RTH,ALBANY STATION TO CONSTELLATION STATION VIA HUGH GREEN DR,889,BUS,5466.49706245867
64305,88902,RTH,CONSTELLATION STATION TO ALBANY STATION VIA HUGH GREEN DR,889,BUS,5148.37690824474
64306,88902,RTH,CONSTELLATION STATION TO ALBANY STATION VIA HUGH GREEN DR,889,BUS,5146.67026841607
64307,90111,RTH,SMALES FARM TO CONSTELLATION STATION VIA WAIRAU RD,901,BUS,7931.9099924917
64308,90112,RTH,CONSTELLATION STATION TO SMALES FARM VIA WAIRAU RD,901,BUS,8386.02505108717
64309,90201,RTH,KYLE ROAD TO CONSTELLATION STATION,902,BUS,7136.89791480569
64310,90202,RTH,CONSTELLATION STATION TO KYLE ROAD,902,BUS,7363.50224429821
64311,90601,RTH,CONSTELLATION TO SMALES FARM VIA WINDY RIDGE AND ARCHERS RD,906,BUS,16260.9854417292
64312,90602,RTH,SMALES FARM TO CONSTELLATION VIA ARCHERS RD AND WINDY RIDGE,906,BUS,14520.2853625896
64313,90701,RTH,CAMPBELLS BAY TO CONSTELLATION STATION VIA SUNNYNOOK STATION,907,BUS,8692.08995288944
64314,90702,RTH,CONSTELLATION STATION TO CAMPBELLS BAY VIA SUNNYNOOK STATION,907,BUS,9492.06884303998
64315,91701,RTH,BIRKENHEAD WHARF TO ALBANY STATION VIA GLENFIELD RD,917,BUS,19552.6422010234
64316,91702,RTH,ALBANY STATION TO BIRKENHEAD WHARF VIA GLENFIELD RD,917,BUS,19382.9334879217
64317,91703,RTH,BIRKENHEAD WHARF TO HIGHBURY,917,BUS,2021.73388187235
64318,91704,RTH,HIGHBURY TO BIRKENHEAD WHARF,917,BUS,2034.18734721967
64319,92301,NZB,AKORANGA STATION TO CITY (MAYORAL DR) VIA HILLCREST,923,BUS,15311.3199939556
64320,92301,NZB,AKORANGA STATION TO CITY (MAYORAL DR) VIA HILLCREST,923,BUS,15315.5970395619
64321,92302,NZB,CITY (MAYORAL DR) TO AKORANGA STATION VIA HILLCREST,923,BUS,14855.1127639338
64322,92302,NZB,CITY (MAYORAL DR) TO AKORANGA STATION VIA HILLCREST,923,BUS,14862.9155147301
64323,92304,NZB,SYLVAN AVE TO AKORANGA STATION,923,BUS,8667.94134959284
64324,92304,NZB,SYLVAN AVE TO AKORANGA STATION,923,BUS,8675.74410038915
64325,92401,NZB,HILLCREST TO CITY (MAYORAL DR),924,BUS,13076.5108156739
64326,92601,RTH,GLENFIELD TO AKORANGA STATION VIA HILLCREST WEST,926,BUS,9418.05378776258
